"eth","age","sex","time","zip","cases","tests"
"White or Caucasian","35-64",1,"41/2020","60448",0,1
"White or Caucasian","35-64",1,"41/2020","60451",0,1
"White or Caucasian","35-64",1,"41/2020","60475",0,1
"White or Caucasian","35-64",1,"41/2020","60476",0,1
"White or Caucasian","35-64",1,"41/2020","60613",0,1
"White or Caucasian","35-64",1,"41/2020","60629",0,1
"White or Caucasian","35-64",1,"41/2021","46254",0,1
"White or Caucasian","35-64",1,"41/2021","46303",0,5
"White or Caucasian","35-64",1,"41/2021","46304",0,2
"White or Caucasian","35-64",1,"41/2021","46307",0,13
"White or Caucasian","35-64",1,"41/2021","46310",0,3
"White or Caucasian","35-64",1,"41/2021","46311",0,2
"White or Caucasian","35-64",1,"41/2021","46319",0,3
"White or Caucasian","35-64",1,"41/2021","46320",0,1
"White or Caucasian","35-64",1,"41/2021","46321",0,5
"White or Caucasian","35-64",1,"41/2021","46322",0,3
"White or Caucasian","35-64",1,"41/2021","46323",0,3
"White or Caucasian","35-64",1,"41/2021","46324",0,3
"White or Caucasian","35-64",1,"41/2021","46341",0,3
"White or Caucasian","35-64",1,"41/2021","46342",0,8
"White or Caucasian","35-64",1,"41/2021","46347",0,1
"White or Caucasian","35-64",1,"41/2021","46356",0,4
"White or Caucasian","35-64",1,"41/2021","46360",0,3
"White or Caucasian","35-64",1,"41/2021","46368",0,6
"White or Caucasian","35-64",1,"41/2021","46373",0,7
"White or Caucasian","35-64",1,"41/2021","46375",0,12
"White or Caucasian","35-64",1,"41/2021","46383",0,3
"White or Caucasian","35-64",1,"41/2021","46385",0,3
"White or Caucasian","35-64",1,"41/2021","46390",0,1
"White or Caucasian","35-64",1,"41/2021","46392",0,1
"White or Caucasian","35-64",1,"41/2021","46394",0,4
"White or Caucasian","35-64",1,"41/2021","46404",0,1
"White or Caucasian","35-64",1,"41/2021","46405",0,2
"White or Caucasian","35-64",1,"41/2021","46406",0,1
"White or Caucasian","35-64",1,"41/2021","46408",0,2
"White or Caucasian","35-64",1,"41/2021","46410",0,3
"White or Caucasian","35-64",1,"41/2021","60401",0,1
"White or Caucasian","35-64",1,"41/2021","60438",0,2
"White or Caucasian","35-64",1,"41/2021","60473",0,1
"White or Caucasian","35-64",1,"41/2021","60633",0,1
"White or Caucasian","35-64",1,"41/2021","60940",0,1
"White or Caucasian","35-64",1,"42/2020","46303",0,8
"White or Caucasian","35-64",1,"42/2020","46304",0,7
"White or Caucasian","35-64",1,"42/2020","46307",0,17
"White or Caucasian","35-64",1,"42/2020","46310",0,3
"White or Caucasian","35-64",1,"42/2020","46311",0,12
"White or Caucasian","35-64",1,"42/2020","46312",0,2
"White or Caucasian","35-64",1,"42/2020","46319",0,9
"White or Caucasian","35-64",1,"42/2020","46320",0,1
"White or Caucasian","35-64",1,"42/2020","46321",0,14
"White or Caucasian","35-64",1,"42/2020","46322",0,18
"White or Caucasian","35-64",1,"42/2020","46323",0,6
"White or Caucasian","35-64",1,"42/2020","46324",0,5
"White or Caucasian","35-64",1,"42/2020","46327",0,1
"White or Caucasian","35-64",1,"42/2020","46341",0,4
"White or Caucasian","35-64",1,"42/2020","46342",0,18
"White or Caucasian","35-64",1,"42/2020","46347",0,1
"White or Caucasian","35-64",1,"42/2020","46356",0,10
"White or Caucasian","35-64",1,"42/2020","46368",0,15
"White or Caucasian","35-64",1,"42/2020","46373",0,9
"White or Caucasian","35-64",1,"42/2020","46375",0,9
"White or Caucasian","35-64",1,"42/2020","46376",0,1
"White or Caucasian","35-64",1,"42/2020","46383",0,5
"White or Caucasian","35-64",1,"42/2020","46385",0,13
"White or Caucasian","35-64",1,"42/2020","46392",0,1
"White or Caucasian","35-64",1,"42/2020","46394",0,5
"White or Caucasian","35-64",1,"42/2020","46404",0,1
"White or Caucasian","35-64",1,"42/2020","46405",0,6
"White or Caucasian","35-64",1,"42/2020","46408",1,5
"White or Caucasian","35-64",1,"42/2020","46410",0,11
"White or Caucasian","35-64",1,"42/2020","47978",0,1
"White or Caucasian","35-64",1,"42/2020","60401",0,1
"White or Caucasian","35-64",1,"42/2020","60411",0,1
"White or Caucasian","35-64",1,"42/2020","60438",0,4
"White or Caucasian","35-64",1,"42/2020","60473",0,1
"White or Caucasian","35-64",1,"42/2020","60475",0,2
"White or Caucasian","35-64",1,"42/2021","46303",0,3
"White or Caucasian","35-64",1,"42/2021","46304",0,1
"White or Caucasian","35-64",1,"42/2021","46307",0,17
"White or Caucasian","35-64",1,"42/2021","46310",0,2
"White or Caucasian","35-64",1,"42/2021","46311",0,7
"White or Caucasian","35-64",1,"42/2021","46312",0,1
"White or Caucasian","35-64",1,"42/2021","46319",0,4
"White or Caucasian","35-64",1,"42/2021","46321",0,6
"White or Caucasian","35-64",1,"42/2021","46322",0,8
"White or Caucasian","35-64",1,"42/2021","46323",0,8
"White or Caucasian","35-64",1,"42/2021","46324",0,3
"White or Caucasian","35-64",1,"42/2021","46342",0,8
"White or Caucasian","35-64",1,"42/2021","46356",0,2
"White or Caucasian","35-64",1,"42/2021","46360",0,1
"White or Caucasian","35-64",1,"42/2021","46366",0,1
"White or Caucasian","35-64",1,"42/2021","46368",0,7
"White or Caucasian","35-64",1,"42/2021","46373",0,3
"White or Caucasian","35-64",1,"42/2021","46375",0,2
"White or Caucasian","35-64",1,"42/2021","46383",0,4
"White or Caucasian","35-64",1,"42/2021","46394",0,1
"White or Caucasian","35-64",1,"42/2021","46403",0,1
"White or Caucasian","35-64",1,"42/2021","46405",0,2
"White or Caucasian","35-64",1,"42/2021","46406",0,1
"White or Caucasian","35-64",1,"42/2021","46408",0,2
"White or Caucasian","35-64",1,"42/2021","46409",0,1
"White or Caucasian","35-64",1,"42/2021","46410",0,3
"White or Caucasian","35-64",1,"42/2021","46534",0,1
"White or Caucasian","35-64",1,"42/2021","60401",0,1
"White or Caucasian","35-64",1,"42/2021","60410",0,1
"White or Caucasian","35-64",1,"42/2021","60438",0,2
"White or Caucasian","35-64",1,"42/2021","60514",0,1
"White or Caucasian","35-64",1,"43/2020","46303",0,4
"White or Caucasian","35-64",1,"43/2020","46304",0,4
"White or Caucasian","35-64",1,"43/2020","46307",0,18
"White or Caucasian","35-64",1,"43/2020","46310",0,2
"White or Caucasian","35-64",1,"43/2020","46311",0,7
"White or Caucasian","35-64",1,"43/2020","46312",0,1
"White or Caucasian","35-64",1,"43/2020","46319",0,8
"White or Caucasian","35-64",1,"43/2020","46320",0,3
"White or Caucasian","35-64",1,"43/2020","46321",0,10
"White or Caucasian","35-64",1,"43/2020","46322",0,13
"White or Caucasian","35-64",1,"43/2020","46323",0,3
"White or Caucasian","35-64",1,"43/2020","46324",0,4
"White or Caucasian","35-64",1,"43/2020","46327",0,1
"White or Caucasian","35-64",1,"43/2020","46340",0,1
"White or Caucasian","35-64",1,"43/2020","46341",0,1
"White or Caucasian","35-64",1,"43/2020","46342",0,9
"White or Caucasian","35-64",1,"43/2020","46347",0,2
"White or Caucasian","35-64",1,"43/2020","46350",0,1
"White or Caucasian","35-64",1,"43/2020","46356",0,7
"White or Caucasian","35-64",1,"43/2020","46360",0,1
"White or Caucasian","35-64",1,"43/2020","46368",1,12
"White or Caucasian","35-64",1,"43/2020","46373",0,7
"White or Caucasian","35-64",1,"43/2020","46375",0,7
"White or Caucasian","35-64",1,"43/2020","46383",0,4
"White or Caucasian","35-64",1,"43/2020","46385",0,7
"White or Caucasian","35-64",1,"43/2020","46390",0,1
"White or Caucasian","35-64",1,"43/2020","46394",0,7
"White or Caucasian","35-64",1,"43/2020","46402",0,1
"White or Caucasian","35-64",1,"43/2020","46403",0,1
"White or Caucasian","35-64",1,"43/2020","46405",0,3
"White or Caucasian","35-64",1,"43/2020","46406",0,1
"White or Caucasian","35-64",1,"43/2020","46408",0,2
"White or Caucasian","35-64",1,"43/2020","46410",0,9
"White or Caucasian","35-64",1,"43/2020","47922",0,1
"White or Caucasian","35-64",1,"43/2020","47957",0,1
"White or Caucasian","35-64",1,"43/2020","60406",0,1
"White or Caucasian","35-64",1,"43/2020","60438",0,4
"White or Caucasian","35-64",1,"43/2020","60463",0,1
"White or Caucasian","35-64",1,"43/2020","60633",0,1
"White or Caucasian","35-64",1,"43/2021","46303",0,3
"White or Caucasian","35-64",1,"43/2021","46304",0,3
"White or Caucasian","35-64",1,"43/2021","46307",0,8
"White or Caucasian","35-64",1,"43/2021","46310",0,2
"White or Caucasian","35-64",1,"43/2021","46311",0,2
"White or Caucasian","35-64",1,"43/2021","46319",0,6
"White or Caucasian","35-64",1,"43/2021","46321",0,3
"White or Caucasian","35-64",1,"43/2021","46322",0,2
"White or Caucasian","35-64",1,"43/2021","46323",0,1
"White or Caucasian","35-64",1,"43/2021","46324",0,1
"White or Caucasian","35-64",1,"43/2021","46327",0,2
"White or Caucasian","35-64",1,"43/2021","46341",0,2
"White or Caucasian","35-64",1,"43/2021","46342",0,5
"White or Caucasian","35-64",1,"43/2021","46347",0,2
"White or Caucasian","35-64",1,"43/2021","46350",0,1
"White or Caucasian","35-64",1,"43/2021","46356",0,5
"White or Caucasian","35-64",1,"43/2021","46368",0,5
"White or Caucasian","35-64",1,"43/2021","46373",0,5
"White or Caucasian","35-64",1,"43/2021","46375",0,6
"White or Caucasian","35-64",1,"43/2021","46376",0,1
"White or Caucasian","35-64",1,"43/2021","46383",0,7
"White or Caucasian","35-64",1,"43/2021","46385",0,11
"White or Caucasian","35-64",1,"43/2021","46392",0,1
"White or Caucasian","35-64",1,"43/2021","46394",0,1
"White or Caucasian","35-64",1,"43/2021","46403",0,3
"White or Caucasian","35-64",1,"43/2021","46405",0,2
"White or Caucasian","35-64",1,"43/2021","46408",0,2
"White or Caucasian","35-64",1,"43/2021","46410",0,3
"White or Caucasian","35-64",1,"43/2021","46531",0,1
"White or Caucasian","35-64",1,"43/2021","46563",0,1
"White or Caucasian","35-64",1,"43/2021","60411",0,1
"White or Caucasian","35-64",1,"43/2021","60417",0,1
"White or Caucasian","35-64",1,"43/2021","60430",0,1
"White or Caucasian","35-64",1,"43/2021","60438",0,2
"White or Caucasian","35-64",1,"43/2021","60452",0,1
"White or Caucasian","35-64",1,"44/2020","46303",0,7
"White or Caucasian","35-64",1,"44/2020","46304",0,2
"White or Caucasian","35-64",1,"44/2020","46307",2,18
"White or Caucasian","35-64",1,"44/2020","46310",0,2
"White or Caucasian","35-64",1,"44/2020","46311",0,11
"White or Caucasian","35-64",1,"44/2020","46312",0,1
"White or Caucasian","35-64",1,"44/2020","46319",0,4
"White or Caucasian","35-64",1,"44/2020","46321",0,14
"White or Caucasian","35-64",1,"44/2020","46322",0,12
"White or Caucasian","35-64",1,"44/2020","46323",0,5
"White or Caucasian","35-64",1,"44/2020","46324",0,10
"White or Caucasian","35-64",1,"44/2020","46327",0,1
"White or Caucasian","35-64",1,"44/2020","46341",0,3
"White or Caucasian","35-64",1,"44/2020","46342",1,21
"White or Caucasian","35-64",1,"44/2020","46347",0,2
"White or Caucasian","35-64",1,"44/2020","46350",0,1
"White or Caucasian","35-64",1,"44/2020","46356",0,6
"White or Caucasian","35-64",1,"44/2020","46366",0,2
"White or Caucasian","35-64",1,"44/2020","46368",1,13
"White or Caucasian","35-64",1,"44/2020","46373",0,7
"White or Caucasian","35-64",1,"44/2020","46375",0,10
"White or Caucasian","35-64",1,"44/2020","46383",0,9
"White or Caucasian","35-64",1,"44/2020","46385",1,10
"White or Caucasian","35-64",1,"44/2020","46392",0,3
"White or Caucasian","35-64",1,"44/2020","46394",0,5
"White or Caucasian","35-64",1,"44/2020","46403",0,2
"White or Caucasian","35-64",1,"44/2020","46405",0,1
"White or Caucasian","35-64",1,"44/2020","46408",0,4
"White or Caucasian","35-64",1,"44/2020","46410",0,4
"White or Caucasian","35-64",1,"44/2020","47922",0,1
"White or Caucasian","35-64",1,"44/2020","47978",0,1
"White or Caucasian","35-64",1,"44/2020","60411",0,2
"White or Caucasian","35-64",1,"44/2020","60417",0,1
"White or Caucasian","35-64",1,"44/2020","60430",0,1
"White or Caucasian","35-64",1,"44/2020","60438",0,1
"White or Caucasian","35-64",1,"44/2020","60466",0,1
"White or Caucasian","35-64",1,"44/2021","46260",0,1
"White or Caucasian","35-64",1,"44/2021","46303",0,11
"White or Caucasian","35-64",1,"44/2021","46304",0,2
"White or Caucasian","35-64",1,"44/2021","46307",0,12
"White or Caucasian","35-64",1,"44/2021","46310",0,2
"White or Caucasian","35-64",1,"44/2021","46311",0,4
"White or Caucasian","35-64",1,"44/2021","46319",0,3
"White or Caucasian","35-64",1,"44/2021","46321",0,3
"White or Caucasian","35-64",1,"44/2021","46322",0,8
"White or Caucasian","35-64",1,"44/2021","46323",0,4
"White or Caucasian","35-64",1,"44/2021","46324",0,2
"White or Caucasian","35-64",1,"44/2021","46341",0,3
"White or Caucasian","35-64",1,"44/2021","46342",0,10
"White or Caucasian","35-64",1,"44/2021","46349",0,2
"White or Caucasian","35-64",1,"44/2021","46350",0,1
"White or Caucasian","35-64",1,"44/2021","46356",0,4
"White or Caucasian","35-64",1,"44/2021","46366",0,1
"White or Caucasian","35-64",1,"44/2021","46368",1,6
"White or Caucasian","35-64",1,"44/2021","46373",0,7
"White or Caucasian","35-64",1,"44/2021","46375",0,1
"White or Caucasian","35-64",1,"44/2021","46376",0,1
"White or Caucasian","35-64",1,"44/2021","46383",0,2
"White or Caucasian","35-64",1,"44/2021","46385",0,5
"White or Caucasian","35-64",1,"44/2021","46392",0,1
"White or Caucasian","35-64",1,"44/2021","46394",0,1
"White or Caucasian","35-64",1,"44/2021","46403",0,1
"White or Caucasian","35-64",1,"44/2021","46405",0,4
"White or Caucasian","35-64",1,"44/2021","46408",0,2
"White or Caucasian","35-64",1,"44/2021","46410",0,2
"White or Caucasian","35-64",1,"44/2021","47943",0,1
"White or Caucasian","35-64",1,"44/2021","47957",0,1
"White or Caucasian","35-64",1,"44/2021","60401",0,1
"White or Caucasian","35-64",1,"44/2021","60415",0,1
"White or Caucasian","35-64",1,"45/2020","46077",0,1
"White or Caucasian","35-64",1,"45/2020","46303",0,10
"White or Caucasian","35-64",1,"45/2020","46304",0,4
"White or Caucasian","35-64",1,"45/2020","46307",2,22
"White or Caucasian","35-64",1,"45/2020","46310",0,2
"White or Caucasian","35-64",1,"45/2020","46311",1,7
"White or Caucasian","35-64",1,"45/2020","46312",0,2
"White or Caucasian","35-64",1,"45/2020","46319",0,7
"White or Caucasian","35-64",1,"45/2020","46320",0,1
"White or Caucasian","35-64",1,"45/2020","46321",2,15
"White or Caucasian","35-64",1,"45/2020","46322",0,11
"White or Caucasian","35-64",1,"45/2020","46323",0,1
"White or Caucasian","35-64",1,"45/2020","46324",0,2
"White or Caucasian","35-64",1,"45/2020","46327",0,2
"White or Caucasian","35-64",1,"45/2020","46340",0,1
"White or Caucasian","35-64",1,"45/2020","46341",0,4
"White or Caucasian","35-64",1,"45/2020","46342",0,19
"White or Caucasian","35-64",1,"45/2020","46347",0,2
"White or Caucasian","35-64",1,"45/2020","46348",0,1
"White or Caucasian","35-64",1,"45/2020","46349",0,1
"White or Caucasian","35-64",1,"45/2020","46350",0,2
"White or Caucasian","35-64",1,"45/2020","46356",0,4
"White or Caucasian","35-64",1,"45/2020","46360",0,1
"White or Caucasian","35-64",1,"45/2020","46368",0,8
"White or Caucasian","35-64",1,"45/2020","46373",0,6
"White or Caucasian","35-64",1,"45/2020","46375",1,12
"White or Caucasian","35-64",1,"45/2020","46383",0,10
"White or Caucasian","35-64",1,"45/2020","46385",0,15
"White or Caucasian","35-64",1,"45/2020","46391",0,1
"White or Caucasian","35-64",1,"45/2020","46392",0,1
"White or Caucasian","35-64",1,"45/2020","46394",0,3
"White or Caucasian","35-64",1,"45/2020","46403",0,3
"White or Caucasian","35-64",1,"45/2020","46405",0,1
"White or Caucasian","35-64",1,"45/2020","46408",0,4
"White or Caucasian","35-64",1,"45/2020","46410",0,9
"White or Caucasian","35-64",1,"45/2020","46534",0,2
"White or Caucasian","35-64",1,"45/2020","46574",0,1
"White or Caucasian","35-64",1,"45/2020","46996",0,1
"White or Caucasian","35-64",1,"45/2020","47943",0,1
"White or Caucasian","35-64",1,"45/2020","47978",0,1
"White or Caucasian","35-64",1,"45/2020","60409",0,1
"White or Caucasian","35-64",1,"45/2020","60411",0,1
"White or Caucasian","35-64",1,"45/2020","60417",0,1
"White or Caucasian","35-64",1,"45/2020","60438",0,1
"White or Caucasian","35-64",1,"45/2020","60477",0,1
"White or Caucasian","35-64",1,"45/2020","60633",1,2
"White or Caucasian","35-64",1,"45/2020","60655",0,1
"White or Caucasian","35-64",1,"45/2021","46303",0,5
"White or Caucasian","35-64",1,"45/2021","46304",0,2
"White or Caucasian","35-64",1,"45/2021","46307",0,19
"White or Caucasian","35-64",1,"45/2021","46311",0,5
"White or Caucasian","35-64",1,"45/2021","46312",0,2
"White or Caucasian","35-64",1,"45/2021","46319",0,11
"White or Caucasian","35-64",1,"45/2021","46321",0,5
"White or Caucasian","35-64",1,"45/2021","46322",0,9
"White or Caucasian","35-64",1,"45/2021","46323",0,2
"White or Caucasian","35-64",1,"45/2021","46324",0,3
"White or Caucasian","35-64",1,"45/2021","46327",0,2
"White or Caucasian","35-64",1,"45/2021","46341",0,1
"White or Caucasian","35-64",1,"45/2021","46342",1,5
"White or Caucasian","35-64",1,"45/2021","46349",0,1
"White or Caucasian","35-64",1,"45/2021","46356",0,3
"White or Caucasian","35-64",1,"45/2021","46368",0,7
"White or Caucasian","35-64",1,"45/2021","46373",0,8
"White or Caucasian","35-64",1,"45/2021","46375",0,4
"White or Caucasian","35-64",1,"45/2021","46379",0,1
"White or Caucasian","35-64",1,"45/2021","46383",0,5
"White or Caucasian","35-64",1,"45/2021","46385",0,4
"White or Caucasian","35-64",1,"45/2021","46391",0,2
"White or Caucasian","35-64",1,"45/2021","46394",0,4
"White or Caucasian","35-64",1,"45/2021","46405",0,2
"White or Caucasian","35-64",1,"45/2021","46406",0,3
"White or Caucasian","35-64",1,"45/2021","46408",1,2
"White or Caucasian","35-64",1,"45/2021","46410",0,5
"White or Caucasian","35-64",1,"45/2021","60409",0,2
"White or Caucasian","35-64",1,"45/2021","60438",0,1
"White or Caucasian","35-64",1,"45/2021","60475",1,1
"White or Caucasian","35-64",1,"46/2020","46303",0,10
"White or Caucasian","35-64",1,"46/2020","46304",0,2
"White or Caucasian","35-64",1,"46/2020","46307",1,27
"White or Caucasian","35-64",1,"46/2020","46310",0,5
"White or Caucasian","35-64",1,"46/2020","46311",1,7
"White or Caucasian","35-64",1,"46/2020","46312",0,1
"White or Caucasian","35-64",1,"46/2020","46319",0,6
"White or Caucasian","35-64",1,"46/2020","46320",0,1
"White or Caucasian","35-64",1,"46/2020","46321",1,10
"White or Caucasian","35-64",1,"46/2020","46322",0,9
"White or Caucasian","35-64",1,"46/2020","46323",1,13
"White or Caucasian","35-64",1,"46/2020","46324",0,6
"White or Caucasian","35-64",1,"46/2020","46327",0,4
"White or Caucasian","35-64",1,"46/2020","46341",0,2
"White or Caucasian","35-64",1,"46/2020","46342",0,17
"White or Caucasian","35-64",1,"46/2020","46347",0,2
"White or Caucasian","35-64",1,"46/2020","46349",0,2
"White or Caucasian","35-64",1,"46/2020","46356",0,11
"White or Caucasian","35-64",1,"46/2020","46360",0,1
"White or Caucasian","35-64",1,"46/2020","46366",0,1
"White or Caucasian","35-64",1,"46/2020","46368",0,15
"White or Caucasian","35-64",1,"46/2020","46373",1,7
"White or Caucasian","35-64",1,"46/2020","46375",0,12
